SNname,HostName,PSN,type,redshift,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,UVM2_DatPoints,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,year,broadtype,standardtype
SN2012ca,ESO 336-G9, ,IIn-IaCSM?,0.01946, ,12, ,'18:41:07.25,-41:47:38.4,0.183,0.0183,S_F_2011,18h41m07.925s,-41d47m42.19s,353.685628,-15.906678,SB(s)b,5834,37,6291,49,'2012-04-25, ,done,3, , , , , , , ,11,34.54316964,0.388522685,HF, ,34.54316964,0.388522685,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0, , 
SN2012bw,UGC 10282,,SNIc,0.03093,PTF12dcp,,,16 12 56.1153,+32 30 43.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,SE CC,Ic
SN2012br,WISEA J122417.03+185528.7,,SNII,0.0224,PTF12bro,,,12 24 17.0283,+18 55 29.3448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,II,II
SN2012bl,ESO 234-G19, ,Ia,0.018706, ,11, ,'20:23:55.28,-48:21:17.3,0.097,0.0097,S_F_2011,20h23m51.006s,-48d21m31.36s,351.144027,-34.946289,Scd,5608,10,5919,29,'2012-03-26, ,done,3, , , , , , , ,7,34.45737754,0.390435149,HF, ,34.45737754,0.390435149,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012aw,NGC 3351,PSNJ10435372+1140177,IIP,0.002595, ,48, ,'10:43:53.735,+11:40:17.63,0.074,0.0074,S_F_2011,10h43m57.733s,11d42m13s,233.951444,56.367998,SB(r)b;HII     Sbrst,778,4,658,11,'2012-03-16, ,done,10, ,Bayless  A. J.  et al. 2013  ApJL  764  13,56002,Fraser_etal_2012,https://iopscience.iop.org/article/10.1088/2041-8205/759/1/L13,tight upper limit discover constraint, ,24,30.1,0.07,Cepheid,Cepheid_Saha_etal_2006,30.1682355,1.331668555,,30.1,0.07,Cepheid_Saha_etal_2006, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,II,IIP
SN2012au,NGC 4790,PSNJ12545218-1014502,Ib,0.004483, ,14, ,'12:54:52.18,-10:14:50.2,0.129,0.0129,S_F_2011,12h54m51.9432s,-10d14m52.2817s,304.32081,52.614677,SB(rs)c:?,1344,5,1565,32,'2012-03-14, ,fillin,5, ,Milisavljevic  D. et al. 2013  ApJL  770  38,55989.5,Milisavljevic_etal_2013,https://ui.adsabs.harvard.edu/abs/2013ApJ...770L..38M/abstract,Arnett modeling, , ,31.35533386,0.821289313,HF,Milisavljevic_etal_2013,31.35533386,0.821289313,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,SE CC,Ib
SN2012ap,NGC 1729,PSNJ05001372-0320512,Ic,0.012115, ,10, ,'05:00:13.72,-03:20:51.2,0.137,0.0137,S_F_2011,5h00m15.6916s,-3d21m09.266s,202.64925,-26.164629,SA(s)c,3632,4,3581,8,'2012-02-10, ,done,5, , ,5-Feb-12,Chakraborti_etal_2015,https://ui.adsabs.harvard.edu/abs/2015ApJ...805..187C/abstract, , ,0,33.51406672,0.443170872,HF,Chakraborti_etal_2015,33.51406672,0.443170872,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,SE CC,Ic
SN2012ak,MCG +06-22-52, ,II,0.041565, ,17, ,'10:01:27.20,+36:40:12.0,0.03,0,"Brown_walker_2020,S_F_2011",10h01m26.5223s,36d40m16.6648s,187.138595,52.999428,              Sbrst?,12461,40,12749,42,'2012-02-21, ,fillin,3, ,Pritchard  T. A.  et al. 2013  arXiv1303.1190, , , , , , ,36.191102,0.356736598,HF, ,36.191102,0.356736598,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,II,II
SN2012Z,NGC 1309, ,Ia-02cx,0.007125, ,18, ,'03:22:05.3964,-15:23:14.939,0.107,0.0107,S_F_2011,3h22m06.5558s,-15d23m59.7938s,202.201968,-53.156833,SA(s)bc:       HII,2136,4,2063,8,'2012-01-29, ,done,6, , , , , , , ,6,32.55,0.09,Cepheid,Cepheid_Riess_etal_2009,32.36134376,0.582948726,,32.55,0.09,Cepheid_Riess_etal_2009, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0, , 
SN2012V,NGC 6829, ,Ia,0.010964, ,11, ,'19:47:10.32,+59:54:59.9,0.199,0.0199,S_F_2011,19h47m07.566s,59d54m25.55s,92.396355,16.687899,Sb,3287,12,3602,22,'2012-01-25, ,done,5, , , , , , , ,11,33.29733604,0.462008247,HF, ,33.29733604,0.462008247,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012T,NGC 5421, ,Ia,0.026315, ,6, ,'14:01:41.69,+33:49:33.9,0.038,0.0038,S_F_2011,14h01m41.55s,33d49m30.5s,61.10063,73.47735,0.9,7889,24,8457,34,'2012-01-26, ,short,5, , , , , , , ,0,35.1984473,0.369949234,HF, ,35.1984473,0.369949234,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012P,NGC 5806, ,Ibc,0.004533,PTF12os,6, ,'14:59:59.12,+01:53:24.4,0.136,0.0136,S_F_2011,15h00m00.432s,1d53m28.56s,359.091062,50.194223,SAB(s)b        NLAGN,1359,5,1744,24,'2012-01-22, ,done,5, , , , , , ,iPTF13bvn?,0,31.3794348,0.813852002,HF, ,31.3794348,0.813852002,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,SE CC,Ib/c
SN2012K,PGC 2065,PSNJ00343079+3024063,II,0.0203, ,2, ,'00:34:30.79,+30:24:06.3,0.144,0.0144,S_F_2011,0h34m29.67s,30d23m51.3348s,118.608673,-32.332403, ,5885,67,5780,71,'2012-01-08, , ,5,w1 vg, , , , , , , ,34.56206985,0.390739894,HF, ,34.56206985,0.390739894,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,II,II
SN2012G,A123936+1635, ,Ia,0.026635, ,12, ,'12:39:35.10,+16:35:11.9,0.064,0.0064,S_F_2011, , , , , ,7985,71,8580,78,'2012-01-14, ,done,5, ,broad_earlypeak, , , , , ,0,35.22471212,0.371784314,HF, ,35.22471212,0.371784314,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,Ia,Ia
SN2012A,NGC 3239, ,II,0.002512, ,18, ,'10:25:07.39,+17:09:14.6,0.085,0.0085,S_F_2011,10h25m04.867s,17d09m49.21s,221.63521,54.819059,IB(s)m pec,753,3,716,10,'2012-01-07, ,done,8, ,Tomasella et al. 2013  MNRAS  434  1636,559 33.0,Tomasella_etal_2013,https://ui.adsabs.harvard.edu/abs/2013MNRAS.434.1636T/abstract,early photometry, ,4,30.0973124,1.372807534,HF,Tomasella_etal_2013,30.0973124,1.372807534,, , ,ref, , ,A10,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,II,II
SN2011kg,CSS J013945.51+295527.0,,SLSN-I,0.1928,PTF11rks,,,01 39 45.5129,+29 55 26.9785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,SLSN-I
SN2011ke,A135057+2616, ,SLSN-I,0.1428,PTF11dij,15,31990,'13:50:57.77,+26:16:42.8,0.032,0.0032,S_F_2011, , , , , , , , , ,'2011-04-25, , ,4, , , , , , , ,1, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,SLSN-I
SN2011js,NGC 1103, ,IIn,0.013803, ,5, ,'02:48:04.96,-13:57:51.1,0.063,0.0063,S_F_2011,2h48m06.194s,-13d57m27.27s,192.976581,-59.791227,SB(s)b:,4138,9,4014,13,'2011-12-31, ,done,3, , , , , , , ,5,33.79728995,0.423181243,HF, ,33.79728995,0.423181243,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,n,IIn
SN2011ja,NGC 4945, ,IIP,0.001878, ,3, ,'13:05:11.12,-49:31:27.0,0.476,0.0476,S_F_2011,13h05m27.279s,-49d28m04.44s,305.272076,13.3398849,SB(s)cd: sp    Sy2,563,3,318,17,'2011-12-18, ,done,6, , , , , , , ,0,29.46587949,1.810015407,HF, ,29.46587949,1.810015407,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,II,IIP
SN2011iy,NGC 4984, ,Ia,0.004266, ,15,32216,'13:08:58.39,-15:31:04.1,0.165,0.0165,S_F_2011,13h08m57.213s,-15d30m58.67s,309.141544,47.144161,(R)SAB(rs)0+,1279,6,1366,28,'2011-12-09, ,GI12,3,all,HWwindows_missedpeak, , , , , , ,31.24769024,0.855815285,HF, ,31.24769024,0.855815285,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011iw,A233448+2445, ,IIn,0.023, ,6,32213,'23:34:48.20,+24:45:01.6,0.142,0.0142,S_F_2011, , , , , , , , , ,'2011-11-29, ,done,3, ,Pritchard  T. A.  et al. 2013  arXiv1303.1190, , , , , ,2, , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,n,IIn
SN2011iv,NGC 1404,PSNJ03385135-3535320,Ia,0.006494, ,36, ,'03:38:51.35,-35:35:32.0,0.031,0.0031,S_F_2011,3h38m51.917s,-35d35m39.81s,236.955314,-53.554692,NELG           ALG,1947,4,1886,13,'2011-12-02, ,done,13, , , , , , , ,14,31.45,0.19,SBF,SBF_Jensen_etal_2003,32.16016728,0.620052194,, , ,ref,31.45,0.19,SBF_Jensen_etal_2003,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011it,PGC 67911,PSNJ22024445+3141491,Ic,0.015894, ,3,32209,'22:02:44.43,+31:41:48.5,0.317,0.0317,S_F_2011,22h02m44.048s,31d41m44.47s,85.823699,-18.760093,Sb,4765,10,4872,23,'2011-11-27, ,done,8, , ,x, , , , ,0,34.10365204,0.405852318,HF, ,34.10365204,0.405852318,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,Ic
SN2011im,NGC 7364, ,Ia,0.016228, ,10, ,'22:44:25.22,-00:10:02.0,0.173,0.0173,S_F_2011,22h44m24.3708s,-0d09m43.6483s,69.130396,-49.290394,S0/a pec:,4865,5,4898,17,'2011-11-26, ,done,4, , , , , , ,same host as SN2006lc,1,34.14875174,0.403534902,HF, ,34.14875174,0.403534902,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011ia,MCG +11-12-23,PSNJ09450355+6415366,Ia,0.019, ,12,32193,'09:45:03.45,+64:15:35.5,0.164,0.0164,S_F_2011,9h45m03.1355s,64d15m27.0294s,148.297727,42.558287,Spiral,5333,16,5613,20,'2011-11-18, ,done,4, , , , , , , ,11,34.34819544,0.394903716,HF, ,34.34819544,0.394903716,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011hw,A222614+3412,PSNJ22261454+3412591,Ibn,0.023, ,5, ,'22:26:14.54,+34:12:59.1,0.314,0.0314,S_F_2011, , , , , , , , , ,'2011-11-18, ,done,5, ,Pritchard  T. A.  et al. 2013  arXiv1303.1190, , , , , ,5, , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,n,Ibn
SN2011ht,UGC 5460, ,IIn,0.003646, ,38, ,'10:08:10.56,+51:50:57.12,0.02,0,"Brown_walker_2020,S_F_2011",10h08m09.197s,51d50m40.2504s,162.620927,50.773415,SB(rs)d,1093,5,1491,20,'2011-09-29, ,done,15, ,Roming  P. et al.  2012  ApJ  751  92, , , , , ,15,30.90643833,0.978852587,HF, ,30.90643833,0.978852587,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,n,IIn
SN2011hs,IC 5267,PSNJ22571177-4323048,IIb,0.00571, ,7, ,'22:57:11.77,-43:23:04.8,0.033,0.0033,S_F_2011,22h57m13.572s,-43d23m46.11s,350.236838,-61.800729,(R)SA(rs)0/a,1712,4,1760,12,'2011-11-12, ,done,6, , , , , , , ,1,31.88085632,0.679622505,HF, ,31.88085632,0.679622505,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,IIb
SN2011hj,PGC 2692384, ,IIP,0.019, ,5, ,'18:32:22.32,+66:53:46.6,0.16,0,"Brown_walker_2020,S_F_2011",18h32m24.016s,66d53m43s,96.987025,26.64021, ,5696, ,5993,18,'2011-10-26, ,done,2, , , , , , , ,0,34.49118742, ,HF, ,34.49118742, ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,II,IIP
SN2011hg,UGC 12410, ,IIb,0.023636, ,8, ,'23:11:48.84,+31:01:00.4,0.208,0.0208,S_F_2011,23h11m50.288s,31d01m16.21s,99.002504,-27.181292,Sc,7086,2,7046,24,'2011-10-28, ,done,4, , , , , , , ,0,34.96534326,0.374808032,HF, ,34.96534326,0.374808032,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,IIb
SN2011hb,NGC 7674, ,Ia,0.028924, ,13, ,'23:27:55.51,+08:46:45.7,0.159,0.0159,S_F_2011,23h27m56.6975s,8d46m44.2383s,90.6269321,-48.7850161,SA(r)bc pec;HIISy2,8671,9,8565,22,'2011-10-24, ,done,5, , , , , , , ,0,35.40368345,0.365910523,HF, ,35.40368345,0.365910523,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011gu,NGC 7485,PSNJ23060280+3406367,Ia,0.019033,PTF11okh,1,32122,'23:06:02.80,+34:06:36.7,0.272,0.0272,S_F_2011,23h06m04.871s,34d06m27.83s,99.2453281,-23.8723497,S0,5706,57,5707,61,'2011-10-14, , ,2,all, , , , , , ,0,34.49499635,0.39213776,HF, ,34.49499635,0.39213776,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011fs,UGC 11975, ,Ia,0.020914, ,5,32104,'22:17:19.52,+35:34:50.0,0.315,0.0315,S_F_2011,22h17m19.7549s,35d34m16.2592s,90.838311,-17.521936,S0/a,6270,28,6326,36,'2011-09-15, ,done, , , , , , , , ,5,34.69967522,0.382751589,HF, ,34.69967522,0.382751589,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011fi,NGC 1954, ,II,0.010441, ,5, ,'05:32:52.79,-14:05:17.0,0.379,0.0379,S_F_2011,5h32m48.3418s,-14d03m45.5877s,217.155182,-23.654556,SA(rs)bc pec:,3130,5,3125,14,'2011-08-27, ,done,6, , , , , , , ,0,33.19105921,0.471911191,HF, ,33.19105921,0.471911191,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,II,II
SN2011fe,M101, ,Ia,0.000804, ,150, ,'14:03:05.711,+54:16:25.22,0.024,0.0024,S_F_2011,14h03m12.583s,54d20m55.5s,102.0373262,59.7713817,SAB(rs)cd      HII,241,2,455,9,'2011-08-24, ,done,10, ,Brown  P. J.  et al. 2012  ApJ  753  22, , , , , ,211,29.139,0.0459,Cepheid,Cepheids_Riess_etal_2016,27.62342273,4.164086865,,29.139,0.0459,Cepheids_Riess_etal_2016, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011ek,NGC 918, ,Ia-91bg,0.005027, ,15, ,'02:25:48.89,+18:32:00.0,0.7,0,"Brown_walker_2020,S_F_2011",2h25m50.7911s,18d29m46.3842s,152.160836,-38.958129,SAB(rs)c:,1507,3,1497,11,'2011-08-04, ,done,5, ,Kawabata_etal_2011_CBET2785_say91bg, , , , , ,0,31.60390378,0.748990987,HF, ,31.60390378,0.748990987,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia-91bg
SN2011ei,NGC 6925, ,IIb,0.009313, ,28, ,'20:34:22.62,-31:58:23.6,0.158,0.0158,S_F_2011,20h34m20.566s,-31d58m51.2s,11.271345,-34.693727,SA(s)bc        HII,2792,4,3035,17,'2011-07-25, ,done,10, ,Milisavljevic  D. et al. 2013  ApJ  767  71, , , , , ,1,32.94291459,0.498896386,HF, ,32.94291459,0.498896386,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,IIb
SN2011eh,NGC 3613, ,Ia-91bg,0.006785, ,14, ,'11:18:31.56,+57:58:36.9,0.032,0.0032,S_F_2011,11h18m36.13s,57d59m59.73s,144.339591,55.100019,E6,2051,5,2497,20,'2011-07-20, ,done,3, , , , , , , ,0,32.27316582,0.598693132,HF, ,32.27316582,0.598693132,, , ,ref, , ,YES,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia-91bg
SN2011ef,UGC 12640, ,IIb,0.013373,SN2011ed(misnamed),7, ,'23:30:57.02,+15:29:24.3,0.17,0,"Brown_walker_2020,S_F_2011",23h30m56.799s,15d29m25.96s,95.918237,-43.119433,Sdm,4009,5,3997,20,'2011-07-18, ,done,4, , , , , , , ,6,33.7285178,0.427576724,HF, ,33.7285178,0.427576724,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,IIb
SN2011dt,UGC 09233,,SNII,0.02852,PTF11emo,,,14 24 36.1457,+35 16 38.4971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,II,II
SN2011dn,UGC 11501, ,Ia-91T,0.025272, ,15, ,'19:58:35.53,+02:36:11.3,0.37,0,"Brown_walker_2020,S_F_2011",19h58m37.031s,2d36m10.62s,43.129589,-13.661351,SAB(rs)c,7576,7,7870,17,'2011-06-21, ,done,6, , , , , , , ,8,35.11053735,0.371493606,HF, ,35.11053735,0.371493606,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia-91T
SN2011dm,UGC 11861, ,Ia,0.00494, ,8, ,'21:56:41.59,+73:17:48.9,1.619,0.1619,S_F_2011,21h56m24.148s,73d15m39.33s,111.054479,14.567948,SABdm,1481,4,1792,19,'2011-06-15, ,done,5,3UV, , , , , , ,0,31.56611281,0.759385897,HF, ,31.56611281,0.759385897,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011dh,NGC 5194, ,IIb,0.002, ,76, ,'13:30:05.1055,+47:10:10.922,0.05,0,"Brown_walker_2020,S_F_2011",13h29m52.698s,47d11m42.93s,104.8513511,68.5608401,SA(s)bc pec;HIISy2.5,463,3,666,8,'2011-06-01, ,done,6, ,Arcavi  I.  et al. 2011  ApJL  742  18,55712.5,Arcavi_etal_2011, , , ,37,29.04124247,2.187799455,HF,Arcavi_etal_2011,29.04124247,2.187799455,, , ,ref, , ,SBF_Tonry_etal_2001_29.42_0.27,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,IIb
SN2011de,UGC 10018, ,Ia,0.029187, ,14, ,'15:43:53.25,+67:45:42.5,0.082,0.0082,S_F_2011,15h43m39.5515s,67d45m39.128s,102.609889,41.927568,(R')SB(s)bc,8750,7,9075,15,'2011-05-22, ,done,5, , , , , , , ,13,35.42337778,0.36556873,HF, ,35.42337778,0.36556873,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011cj,UGC 9356, ,IIP,0.007419, ,20, ,'14:32:53.81,+11:35:49.3,0.073,0.0073,S_F_2011,14h32m53.525s,11d35m41.47s,4.759133,61.574703,Sc             HII,2224,6,2746,27,'2011-05-09, ,fillin,4, ,Pritchard  T. A.  et al. 2013  arXiv1303.1190, , , , , , ,32.44901143,0.568261928,HF, ,32.44901143,0.568261928,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,II,IIP
SN2011cb,IC 5249, ,IIb,0.007892, ,2, ,'22:47:07.49,-64:49:43.4,0.08,0,"Brown_walker_2020,S_F_2011",22h47m06.262s,-64d49m55.42s,321.883025,-47.462769,Sd,2366,4,2414,17,'2011-04-29, ,done,9, , , , , , , ,0,32.58341122,0.547056996,HF, ,32.58341122,0.547056996,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,IIb
SN2011by,NGC 3972, ,Ia,0.002843, ,63, ,'11:55:45.56,+55:19:33.8,0.037,0.0037,S_F_2011,11h55m45.117s,55d19m14.42s,138.84806,60.05345,SA(s)bc,852,1,1272,19,'2011-04-26, ,done,9, ,Milne  P. et al. 2013  arXiv:1308.2703,55672,Nugent_etal_2011, , , ,26,31.588,0.0721,Cepheid,Cepheids_Riess_etal_2016,30.36553549,1.224005858,,31.588,0.0721,Cepheids_Riess_etal_2016, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011bl,UGC 8554, ,Ib/c,0.018426, ,18, ,'13:34:14.70,+37:12:34.8,0.021,0.0021,S_F_2011,13h34m14.637s,37d12m29.02s,83.730509,76.467391,Sbc,5524,0,6088,24,'2011-04-05, ,Uvdone,4, , ,55656,Green_etal_2011,http://www.cbat.eps.harvard.edu/iau/cbet/002600/CBET002694.txt,"spec was 10 days before peak assumed to be 14 days after explosion, pushed two days earlier to be just before discovery", ,2,34.42460587,0.391579488,HF,Green_etal_2011,34.42460587,0.391579488,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,SE CC,Ib/c
SN2011ay,NGC 2315, ,Ia-99aa?02cx?,0.021, ,29, ,'07:02:34.06,+50:35:25.0,0.2,0,"Brown_walker_2020,S_F_2011",7h02m33.038s,50d35m26.18s,166.202368,22.314775,S0/a,6296,60,6397,61,'2011-03-18, ,done,11, , , , , , , ,5,34.70866111,0.384786974,HF, ,34.70866111,0.384786974,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0, , 
SN2011at,MCG -02-24-27, ,Ia,0.006758, ,13, ,'09:28:57.56,-14:48:20.6,0.17,0,"Brown_walker_2020,S_F_2011",9h28m59.256s,-14d48m27.25s,247.09941,25.43229,SB(s)d,2026,6,2174,27,'2011-03-10, ,done,11, , , , , , , ,4,32.24653472,0.60366143,HF, ,32.24653472,0.60366143,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
SN2011ao,IC 2973, ,Ia,0.010706, ,17, ,'11:53:51.03,+33:21:46.3,0.054,0.0054,S_F_2011,11h53m50.823s,33d21m56.3s,182.786008,76.104442,SB(s)d:,3210,1,3727,26,'2011-03-03, ,done,12, , , , , , , ,14,33.24586268,0.466491635,HF, ,33.24586268,0.466491635,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Ia,Ia
